source,title,summary,link,text,date,label
onet_sport,Absolutne kino w Barcelonie! Te sceny przejdą do historii. Najważniejszego nie pokazały kamery,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/absolutne-kino-w-barcelonie-te-sceny-przejda-do-historii-najwazniejszego-nie-pokazaly/35krqmq,Absolutne kino w Barcelonie! Te sceny przejdą do historii. Najważniejszego nie pokazały kamery ,,1.0
onet_sport,Polki żegnają się z mistrzostwami Europy. Nie tak to miało wyglądać,,https://przegladsportowy.onet.pl/pilka-nozna/pilka-nozna-kobiet/polki-zegnaja-sie-z-mistrzostwami-europy-nie-tak-to-mialo-wygladac/0m2mhrx,Polki żegnają się z mistrzostwami Europy. Nie tak to miało wyglądać ,,0.0
onet_sport,"Śląsk Wrocław zdegradowany. Prezes przerwał milczenie. ""Nikt nie powie""",,https://przegladsportowy.onet.pl/pilka-nozna/ekstraklasa/slask-wroclaw-zdegradowany-prezes-przerwal-milczenie-nikt-nie-powie/ekhbwct,"Śląsk Wrocław zdegradowany. Prezes przerwał milczenie. ""Nikt nie powie"" ",,0.0
onet_sport,Wstyd. Kylian Mbappe przeszedł do historii. Niesamowity wyczyn,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/wstyd-kylian-mbappe-przeszedl-do-historii-niesamowity-wyczyn/j27vl40,Wstyd. Kylian Mbappe przeszedł do historii. Niesamowity wyczyn ,,1.0
onet_sport,Wojciech Szczęsny na ustach całego świata po El Clasico! Tylko spójrzcie,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/wojciech-szczesny-na-ustach-calego-swiata-po-el-clasico-tylko-spojrzcie/gwr5qw1,Wojciech Szczęsny na ustach całego świata po El Clasico! Tylko spójrzcie ,,1.0
onet_sport,Jan-Krzysztof Duda zremisował z mistrzem świata Gukeshem. I to w jaki sposób!,,https://przegladsportowy.onet.pl/szachy/jan-krzysztof-duda-zremisowal-z-mistrzem-swiata-gukeshem-i-to-w-jaki-sposob/y5txmfy,Jan-Krzysztof Duda zremisował z mistrzem świata Gukeshem. I to w jaki sposób! ,,1.0
onet_sport,O której mecz Marcos Giron - Hubert Hurkacz? Gdzie oglądać? Transmisja TV,,https://przegladsportowy.onet.pl/tenis/o-ktorej-mecz-marcos-giron-hubert-hurkacz-gdzie-ogladac-transmisja-tv/gqkf28l,O której mecz Marcos Giron - Hubert Hurkacz? Gdzie oglądać? Transmisja TV ,,0.0
onet_sport,Zryw Magdaleny Fręch w pierwszym secie. Ale to było za mało na mistrzynię olimpijską,,https://przegladsportowy.onet.pl/tenis/zryw-magdaleny-frech-w-pierwszym-secie-ale-to-bylo-za-malo-na-mistrzynie-olimpijska/m7f073g,Zryw Magdaleny Fręch w pierwszym secie. Ale to było za mało na mistrzynię olimpijską ,,0.0
onet_sport,"Michał Żyro: jako były piłkarz, nigdy nie będę bawił się w dziennikarza",,https://przegladsportowy.onet.pl/pilka-nozna/michal-zyro-jako-byly-pilkarz-nigdy-nie-bede-bawil-sie-w-dziennikarza/m406y19,"Michał Żyro: jako były piłkarz, nigdy nie będę bawił się w dziennikarza ",,0.0
onet_sport,Wojciech Szczęsny ogłasza w sprawie przyszłości. Sensacja po El Clasico!,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/wojciech-szczesny-oglasza-w-sprawie-przyszlosci-sensacja-po-el-clasico/s3mxddr,Wojciech Szczęsny ogłasza w sprawie przyszłości. Sensacja po El Clasico! ,,1.0
onet_sport,Remis Jakuba Kiwiora z mistrzem Anglii,,https://przegladsportowy.onet.pl/pilka-nozna/premier-league/remis-jakuba-kiwiora-z-mistrzem-anglii/mh5fg7z,Remis Jakuba Kiwiora z mistrzem Anglii ,,1.0
onet_sport,Manchester United tuż nad strefą spadkową! Porażka z klubem Polaka,,https://przegladsportowy.onet.pl/pilka-nozna/premier-league/manchester-united-tuz-nad-strefa-spadkowa-porazka-z-klubem-polaka/92jjnfj,Manchester United tuż nad strefą spadkową! Porażka z klubem Polaka ,,1.0
onet_sport,Takie zdjęcia u Anny Lewandowskiej to rzadkość. Spójrzcie na twarze dziewczynek,,https://przegladsportowy.onet.pl/ofsajd/takie-zdjecia-u-anny-lewandowskiej-to-rzadkosc-spojrzcie-na-twarze-dziewczynek/gznk0xg,Takie zdjęcia u Anny Lewandowskiej to rzadkość. Spójrzcie na twarze dziewczynek ,,1.0
onet_sport,Świat ocenił występ Wojciecha Szczęsnego z Realem. Piszą tylko o jednym,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/swiat-ocenil-wystep-wojciecha-szczesnego-z-realem-pisza-tylko-o-jednym/lc2t01n,Świat ocenił występ Wojciecha Szczęsnego z Realem. Piszą tylko o jednym ,,1.0
onet_sport,Patryk Dudek wyjaśnił co się stało w ostatnim biegu. To dlatego przegrali z Falubazem. Wszystko przez Hampela,,https://przegladsportowy.onet.pl/zuzel/ekstraliga/patryk-dudek-wyjasnil-co-sie-stalo-w-ostatnim-biegu-to-dlatego-pres-torun-przegral/5lp3mjm,Patryk Dudek wyjaśnił co się stało w ostatnim biegu. To dlatego przegrali z Falubazem. Wszystko przez Hampela ,,0.0
onet_sport,Polacy wyrwali awans na Euro! W ostatnich sekundach meczu. Niebywały zwrot,,https://przegladsportowy.onet.pl/pilka-reczna/reprezentacja-polski/polacy-wyrwali-awans-na-euro-w-ostatnich-sekundach-meczu-niebywaly-zwrot/qsvt0ts,Polacy wyrwali awans na Euro! W ostatnich sekundach meczu. Niebywały zwrot ,,1.0
onet_sport,Zwrot w walce o mistrzostwo Polski! Lech ograł Legię w Warszawie. Tytuł już o krok,,https://przegladsportowy.onet.pl/pilka-nozna/ekstraklasa/zwrot-w-walce-o-mistrzostwo-polski-lech-ogral-legie-w-warszawie-tytul-juz-o-krok/js8ft1z,Zwrot w walce o mistrzostwo Polski! Lech ograł Legię w Warszawie. Tytuł już o krok ,,1.0
onet_sport,Wojciech Szczęsny nie jest jedynym antybohaterem Barcelony. Ogłaszają wprost,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/wojciech-szczesny-nie-jest-jedynym-antybohaterem-barcelony-oglaszaja-wprost/btt65y4,Wojciech Szczęsny nie jest jedynym antybohaterem Barcelony. Ogłaszają wprost ,,1.0
onet_sport,Oto co zrobiła Danielle Collins po wyrzuceniu Igi Świątek. Tego nie pokazują kamery,,https://przegladsportowy.onet.pl/tenis/oto-co-zrobila-danielle-collins-po-wyrzuceniu-igi-swiatek-tego-nie-pokazuja-kamery/jvp5qec,Oto co zrobiła Danielle Collins po wyrzuceniu Igi Świątek. Tego nie pokazują kamery ,,0.0
onet_sport,To nie choroba wykluczyła Leona Madsena z biegów nominowanych?! Sensacyjne wieści,,https://przegladsportowy.onet.pl/zuzel/ekstraliga/to-nie-choroba-wykluczyla-madsena-z-biegow-nominowanych-sensacyjne-wiesci/jze0d69,To nie choroba wykluczyła Leona Madsena z biegów nominowanych?! Sensacyjne wieści ,,0.0
onet_sport,"Ali Gholizadeh zaczarował Ekstraklasę, ale na początku cierpiał. ""Mało kto wiedział""",,https://przegladsportowy.onet.pl/pilka-nozna/ekstraklasa/ali-gholizadeh-zaczarowal-ekstraklase-ale-na-poczatku-cierpial-malo-kto-wiedzial/f0k4y3q,"Ali Gholizadeh zaczarował Ekstraklasę, ale na początku cierpiał. ""Mało kto wiedział"" ",,0.0
onet_sport,Świetny występ Polaka. Mikołaj Marczyk na podium w Rajdzie Węgier!,,https://przegladsportowy.onet.pl/motorowe/rajdy-samochodowe/swietny-wystep-polaka-mikolaj-marczyk-na-podium-w-rajdzie-wegier/l6cms30,Świetny występ Polaka. Mikołaj Marczyk na podium w Rajdzie Węgier! ,,0.0
onet_sport,Hansi Flick ogłasza w sprawie Roberta Lewandowskiego tuż po El Clasico!,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/hansi-flick-oglasza-w-sprawie-roberta-lewandowskiego-tuz-po-el-clasico/2ttbjj0,Hansi Flick ogłasza w sprawie Roberta Lewandowskiego tuż po El Clasico! ,,1.0
onet_sport,"Dziki Warszawa bez trenera! Padły piękne słowa. ""W dobrym miejscu""",,https://przegladsportowy.onet.pl/koszykowka/polska-liga-koszykowki/dziki-warszawa-bez-trenera-padly-piekne-slowa-w-dobrym-miejscu/1rm8382,"Dziki Warszawa bez trenera! Padły piękne słowa. ""W dobrym miejscu"" ",,1.0
onet_sport,Zwycięstwo Odry Opole zdecydowało. Dwa kluby pewne spadku z 1. Ligi,,https://przegladsportowy.onet.pl/pilka-nozna/1-liga/zwyciestwo-odry-opole-zdecydowalo-dwa-kluby-pewne-spadku-z-1-ligi/jzpgwlz,Zwycięstwo Odry Opole zdecydowało. Dwa kluby pewne spadku z 1. Ligi ,,1.0
onet_sport,Gest gwiazdora Barcelony niesie się po Hiszpanii. Tak wyśmiał zarzuty,,https://przegladsportowy.onet.pl/pilka-nozna/laliga/gest-gwiazdora-barcelony-niesie-sie-po-hiszpanii-tak-wysmial-zarzuty/lez2t0n,Gest gwiazdora Barcelony niesie się po Hiszpanii. Tak wyśmiał zarzuty ,,1.0
onet_sport,Mads Pedersen wygrał trzeci etap Giro d'Italia. Jest nowym liderem,,https://przegladsportowy.onet.pl/kolarstwo/mads-pedersen-wygral-trzeci-etap-giro-ditalia-jest-nowym-liderem/zyhj65y,Mads Pedersen wygrał trzeci etap Giro d'Italia. Jest nowym liderem ,,0.0
onet_sport,Polak zdobył słynny szczyt! I to jak! Bez butli z tlenem i pomocy Szerpów,,https://przegladsportowy.onet.pl/alpinizm/polak-zdobyl-slynny-szczyt-i-to-jak-bez-butli-z-tlenem-i-pomocy-szerpow/ft3eqzr,Polak zdobył słynny szczyt! I to jak! Bez butli z tlenem i pomocy Szerpów ,,1.0
onet_sport,"Ciemna strona kulturystyki. ""Byłem żywym trupem""",,https://przegladsportowy.onet.pl/fitness-i-porady/ciemna-strona-kulturystyki-bylem-zywym-trupem/4tz68fz,"Ciemna strona kulturystyki. ""Byłem żywym trupem"" ",,1.0
onet_sport,Oto co zrobił Robert Lewandowski po El Clasico. Jest nagranie,,https://przegladsportowy.onet.pl/ofsajd/oto-co-zrobil-robert-lewandowski-po-el-clasico-jest-nagranie/6nh9g11,Oto co zrobił Robert Lewandowski po El Clasico. Jest nagranie ,,1.0
wp,Spotkanie z Kaczyńskim przerwane. Niespodziewany incydent w Gryfinie,"Jarosław Kaczyński musiał przerwać swoje wystąpienie w Gryfinie z powodu zasłabnięcia jednego z uczestników. Prezes PiS szybko zareagował na sytuację, która zaskoczyła zgromadzonych.",https://wiadomosci.wp.pl/spotkanie-z-kaczynskim-przerwane-niespodziewany-incydent-w-gryfinie-7155670819498528a,"Spotkanie z Kaczyńskim przerwane. Niespodziewany incydent w Gryfinie Jarosław Kaczyński musiał przerwać swoje wystąpienie w Gryfinie z powodu zasłabnięcia jednego z uczestników. Prezes PiS szybko zareagował na sytuację, która zaskoczyła zgromadzonych.",,0.0
wp,Waszyngton ogłasza przełom w rozmowach z Pekinem,"Stany Zjednoczone ogłosiły zawarcie porozumienia handlowego z Chinami po dwudniowych negocjacjach w Genewie. Według sekretarza skarbu Scotta Bessenta rozmowy były owocne, a ich efekty zostaną szczegółowo przedstawione w poniedziałek.",https://wiadomosci.wp.pl/waszyngton-oglasza-przelom-w-rozmowach-z-pekinem-7155673237580288a,"Waszyngton ogłasza przełom w rozmowach z Pekinem Stany Zjednoczone ogłosiły zawarcie porozumienia handlowego z Chinami po dwudniowych negocjacjach w Genewie. Według sekretarza skarbu Scotta Bessenta rozmowy były owocne, a ich efekty zostaną szczegółowo przedstawione w poniedziałek.",,1.0
wp,Rozpoczęcie Sezonu Motocyklowego i Sezonu Plenerowego Biała 2025,"W niedzielę, 11 maja w Białej koło Wielunia, nastąpiło otwarcie Sezonu Motocyklowego 2025 połączone z otwarciem Sezonu Plenerowego. Wielbiciele dwóch kółek spotkali się już po raz 17. Tradycyjnie odprawiona została msza święta, a następnie wyruszyli oni uroczystą paradą motocyklową po okolicznych miejscowościach, po czym wszyscy zjechali się na teren przy GOSiR w Białej, gdzie odbywa się impreza plenerowa.",https://wiadomosci.wp.pl/s/nasze-miasto-wielun/rozpoczecie-sezonu-motocyklowego-i-sezonu-plenerowego-biala-2025-7155635235059329a,"Rozpoczęcie Sezonu Motocyklowego i Sezonu Plenerowego Biała 2025 W niedzielę, 11 maja w Białej koło Wielunia, nastąpiło otwarcie Sezonu Motocyklowego 2025 połączone z otwarciem Sezonu Plenerowego. Wielbiciele dwóch kółek spotkali się już po raz 17. Tradycyjnie odprawiona została msza święta, a następnie wyruszyli oni uroczystą paradą motocyklową po okolicznych miejscowościach, po czym wszyscy zjechali się na teren przy GOSiR w Białej, gdzie odbywa się impreza plenerowa.",,0.0
wp,"Weterani w rozpaczliwej sytuacji. Nawet Kreml już nie może udawać, że problemu nie ma","Weterani wracający z frontu są już Rosji praktycznie niepotrzebni. Ranni, okaleczeni, często bez dokumentów, ale z pełnym prawem do świadczeń, zderzają się już nie z ogniem artylerii, ale z obojętnością własnego państwa. I z urzędniczkami, które, jak twierdzi wiceprzewodniczący rosyjskiej Dumy, są zbyt ""zrelaksowane"", żeby im pomóc.",https://wiadomosci.wp.pl/weterani-w-rozpaczliwej-sytuacji-nawet-kreml-juz-nie-moze-udawac-ze-problemu-nie-ma-7154858040392192a,"Weterani w rozpaczliwej sytuacji. Nawet Kreml już nie może udawać, że problemu nie ma Weterani wracający z frontu są już Rosji praktycznie niepotrzebni. Ranni, okaleczeni, często bez dokumentów, ale z pełnym prawem do świadczeń, zderzają się już nie z ogniem artylerii, ale z obojętnością własnego państwa. I z urzędniczkami, które, jak twierdzi wiceprzewodniczący rosyjskiej Dumy, są zbyt ""zrelaksowane"", żeby im pomóc.",,0.0
wp,TVP nie zmienia zdania. Dorota Wysocka-Schnepf poprowadzi debatę,"Poniedziałkową debatę kandydatów na prezydenta będzie współprowadzić Dorota Wysocka-Schnepf. Przeciwny dziennikarce był sztab Karola Nawrockiego. Wspierany przez siedem innych sztabów przeprowadził w tej sprawie głosowanie, które jak się okazało, nie przyniosło skutków. TVP poinformowała, że nie zmienia zdania.",https://wiadomosci.wp.pl/tvp-nie-zmienia-zdania-dorota-wysocka-schnepf-poprowadzi-debate-7155662224820768a,"TVP nie zmienia zdania. Dorota Wysocka-Schnepf poprowadzi debatę Poniedziałkową debatę kandydatów na prezydenta będzie współprowadzić Dorota Wysocka-Schnepf. Przeciwny dziennikarce był sztab Karola Nawrockiego. Wspierany przez siedem innych sztabów przeprowadził w tej sprawie głosowanie, które jak się okazało, nie przyniosło skutków. TVP poinformowała, że nie zmienia zdania.",,1.0
wp,Niebezpieczny incydent w Katowicach. Mężczyzna z nożami zatrzymany,W niedzielne popołudnie w Katowicach doszło do niebezpiecznego incydentu. Policjanci zatrzymali nietrzeźwego mężczyznę z dwoma nożami i pilnikiem. Groźne zdarzenie miało miejsce w pobliżu jednego z uniwersytetów.,https://wiadomosci.wp.pl/niebezpieczny-incydent-w-katowicach-mezczyzna-z-nozami-zatrzymany-7155648113400320a,Niebezpieczny incydent w Katowicach. Mężczyzna z nożami zatrzymany W niedzielne popołudnie w Katowicach doszło do niebezpiecznego incydentu. Policjanci zatrzymali nietrzeźwego mężczyznę z dwoma nożami i pilnikiem. Groźne zdarzenie miało miejsce w pobliżu jednego z uniwersytetów.,,1.0
wp,Albania: Partia Ramy zdobywa większość i będzie rządzić sama,"Socjaliści premiera Ediego Ramy wygrali wybory w Albanii, zdobywając 52 proc. głosów i samodzielną większość w parlamencie – wynika z exit poll.",https://wiadomosci.wp.pl/albania-partia-ramy-zdobywa-wiekszosc-i-bedzie-rzadzic-sama-7155654147648032a,"Albania: Partia Ramy zdobywa większość i będzie rządzić sama Socjaliści premiera Ediego Ramy wygrali wybory w Albanii, zdobywając 52 proc. głosów i samodzielną większość w parlamencie – wynika z exit poll.",,0.0
wp,Masza święta w Grotach Watykańskich,"W niedzielę rano papież Leon XIV odprawił prywatną mszę świętą przy grobie św. Piotra w Grotach Watykańskich, po czym w ciszy modlił się przy grobach swoich poprzedników. W homilii mówił o Dobrym Pasterzu, odwadze wiary i znaczeniu słuchania.",https://wiadomosci.wp.pl/masza-swieta-w-grotach-watykanskich-7155641760254496a,"Masza święta w Grotach Watykańskich W niedzielę rano papież Leon XIV odprawił prywatną mszę świętą przy grobie św. Piotra w Grotach Watykańskich, po czym w ciszy modlił się przy grobach swoich poprzedników. W homilii mówił o Dobrym Pasterzu, odwadze wiary i znaczeniu słuchania.",,0.0
wp,"Tusk o pożarze przy Marywilskiej. ""Na zlecenie rosyjskich służb""","""Wiemy już na pewno, że wielki pożar na Marywilskiej był efektem podpalenia na zlecenie rosyjskich służb. Działania koordynowane były przez osobę przebywającą w Rosji. Część sprawców przebywa już w areszcie, reszta została zidentyfikowana i jest poszukiwana"" - napisał w niedzielę w serwisie X premier Donald Tusk.",https://wiadomosci.wp.pl/tusk-o-pozarze-przy-marywilskiej-na-zlecenie-rosyjskich-sluzb-7155652224473632a,"Tusk o pożarze przy Marywilskiej. ""Na zlecenie rosyjskich służb"" ""Wiemy już na pewno, że wielki pożar na Marywilskiej był efektem podpalenia na zlecenie rosyjskich służb. Działania koordynowane były przez osobę przebywającą w Rosji. Część sprawców przebywa już w areszcie, reszta została zidentyfikowana i jest poszukiwana"" - napisał w niedzielę w serwisie X premier Donald Tusk.",,0.0
wp,Co sądzi o prezydenturze Dudy? Kwaśniewski wystawia ocenę,"Aleksander Kwaśniewski, w rozmowie z Patrycjuszem Wyżgą w programie ""Didaskalia"", dokonuje szczegółowej oceny prezydentury Andrzeja Dudy. Chwali jego sukces w reelekcji i umiejętności komunikacyjne, docenia działania na rzecz Ukrainy, ale krytykuje za naruszanie konstytucji, słabą aktywność w Unii Europejskiej i brak pojednania Polaków.",https://wiadomosci.wp.pl/co-sadzi-o-prezydenturze-dudy-kwasniewski-wystawia-ocene-7155638234790432a,"Co sądzi o prezydenturze Dudy? Kwaśniewski wystawia ocenę Aleksander Kwaśniewski, w rozmowie z Patrycjuszem Wyżgą w programie ""Didaskalia"", dokonuje szczegółowej oceny prezydentury Andrzeja Dudy. Chwali jego sukces w reelekcji i umiejętności komunikacyjne, docenia działania na rzecz Ukrainy, ale krytykuje za naruszanie konstytucji, słabą aktywność w Unii Europejskiej i brak pojednania Polaków.",,0.0
wp,Zełenski: będę czekał na Putina osobiście w Turcji,"Prezydent Ukrainy Wołodymyr Zełenski wezwał do całkowitego zawieszenia ognia poniedziałku i zapowiedział, że osobiście będzie czekał w czwartek na Władimira Putina w Turcji.",https://wiadomosci.wp.pl/zelenski-bede-czekal-na-putina-osobiscie-w-turcji-7155642435582496a,"Zełenski: będę czekał na Putina osobiście w Turcji Prezydent Ukrainy Wołodymyr Zełenski wezwał do całkowitego zawieszenia ognia poniedziałku i zapowiedział, że osobiście będzie czekał w czwartek na Władimira Putina w Turcji.",,1.0
wp,Kwaśniewski o wyborach. Tak ocenia Nawrockiego i Trzaskowskiego,"- Największą słabością Nawrockiego jest to, że on w polityce jest nowy i będzie musiał się jej uczyć - ocenia Aleksander Kwaśniewski. Z kolei Rafał Trzaskowski, zdaniem Kwaśniewskiego, zna politykę i ""ma dobrą pozycję w układach zewnętrznych"".  Były prezydent był gościem programu ""Didaskalia"".",https://wiadomosci.wp.pl/kwasniewski-o-kandydatach-tak-ocenia-nawrockiego-i-trzaskowskiego-7155630554384896a,"Kwaśniewski o wyborach. Tak ocenia Nawrockiego i Trzaskowskiego - Największą słabością Nawrockiego jest to, że on w polityce jest nowy i będzie musiał się jej uczyć - ocenia Aleksander Kwaśniewski. Z kolei Rafał Trzaskowski, zdaniem Kwaśniewskiego, zna politykę i ""ma dobrą pozycję w układach zewnętrznych"".  Były prezydent był gościem programu ""Didaskalia"".",,0.0
wp,"""Natychmiast"". Trump wezwał Ukrainę do rozmów z Rosją","Prezydent USA Donald Trump napisał, że Ukraina powinna natychmiast zgodzić się na rozmowy ws. zakończenia wojny z Rosją, które mają się odbyć w Turcji.",https://wiadomosci.wp.pl/trump-ukraina-powinna-natychmiast-zgodzic-sie-na-rozmowy-w-turcji-7155631877175840a,"""Natychmiast"". Trump wezwał Ukrainę do rozmów z Rosją Prezydent USA Donald Trump napisał, że Ukraina powinna natychmiast zgodzić się na rozmowy ws. zakończenia wojny z Rosją, które mają się odbyć w Turcji.",,1.0
wp,"Rzecznik MSZ apeluje. ""Mądry Polak po szkodzie""","Rzecznik MSZ Paweł Wroński apeluje o unikanie podróży do Pakistanu z powodu napiętej sytuacji w regionie. Wymiana ognia między Indiami a Pakistanem trwa, a MSZ nie może bezpośrednio pomóc wszystkim Polakom.",https://wiadomosci.wp.pl/rzecznik-msz-apeluje-madry-polak-po-szkodzie-7155608882231808a,"Rzecznik MSZ apeluje. ""Mądry Polak po szkodzie"" Rzecznik MSZ Paweł Wroński apeluje o unikanie podróży do Pakistanu z powodu napiętej sytuacji w regionie. Wymiana ognia między Indiami a Pakistanem trwa, a MSZ nie może bezpośrednio pomóc wszystkim Polakom.",,0.0
wp,"""Modus operandi"". Tego Trump bardzo nie chce","- Prezydent Donald Trump nie chce być postrzegany jako ktoś, kto zawarł złą umowę lub został oszukany - mówi w rozmowie z Wirtualną Polską Phillipe Dickinson, były brytyjski dyplomata, obecnie ekspert w Atlantic Council.",https://wiadomosci.wp.pl/modus-operandi-tego-trump-bardzo-nie-chce-7151703053867776a,"""Modus operandi"". Tego Trump bardzo nie chce - Prezydent Donald Trump nie chce być postrzegany jako ktoś, kto zawarł złą umowę lub został oszukany - mówi w rozmowie z Wirtualną Polską Phillipe Dickinson, były brytyjski dyplomata, obecnie ekspert w Atlantic Council.",,1.0
rmf24,Tragedia w Piszu: 20-latek zmarł po brutalnym pobiciu w parku,"Nie żyje 20-latek ciężko pobity pod koniec kwietnia w parku w Piszu w Warmińsko-Mazurskiem - poinformowała w niedzielę policja. Dotychczas zatrzymano w związku z tą sprawą osiem osób w wieku od 16 do 19 lat. Jak podawaliśmy, sprawcy rzucili się na 20-latka, szarpali go, uderzali po całym ciele i kopali m.in. w głowę, a następnie uciekli. Całe zdarzenie zarejestrowały kamery monitoringu.","https://www.rmf24.pl/regiony/olsztyn/news-tragedia-w-piszu-20-latek-zmarl-po-brutalnym-pobiciu-w-parku,nId,7963477","Tragedia w Piszu: 20-latek zmarł po brutalnym pobiciu w parku Nie żyje 20-latek ciężko pobity pod koniec kwietnia w parku w Piszu w Warmińsko-Mazurskiem - poinformowała w niedzielę policja. Dotychczas zatrzymano w związku z tą sprawą osiem osób w wieku od 16 do 19 lat. Jak podawaliśmy, sprawcy rzucili się na 20-latka, szarpali go, uderzali po całym ciele i kopali m.in. w głowę, a następnie uciekli. Całe zdarzenie zarejestrowały kamery monitoringu.",,1.0
rmf24,Rosyjskie służby specjalne odpowiedzialne za pożar na Marywilskiej. Tusk potwierdza,"Pożar Centrum Handlowego Marywilska 44 to efekt działania służb specjalnych Rosji. Poinformowali o tym w niedzielę wieczorem premier Donald Tusk, minister sprawiedliwości i prokurator generalny Adam Bodnar oraz minister spraw wewnętrznych i administracji Tomasz Siemoniak. ""Działania były organizowane i kierowane przez ustaloną osobę przebywającą w Federacji Rosyjskiej. Część sprawców przebywa już w areszcie, pozostali są zidentyfikowani i poszukiwani"" - napisali we wspólnym oświadczeniu.","https://www.rmf24.pl/regiony/warszawa/news-rosyjskie-sluzby-specjalne-odpowiedzialne-za-pozar-na-marywi,nId,7963472","Rosyjskie służby specjalne odpowiedzialne za pożar na Marywilskiej. Tusk potwierdza Pożar Centrum Handlowego Marywilska 44 to efekt działania służb specjalnych Rosji. Poinformowali o tym w niedzielę wieczorem premier Donald Tusk, minister sprawiedliwości i prokurator generalny Adam Bodnar oraz minister spraw wewnętrznych i administracji Tomasz Siemoniak. ""Działania były organizowane i kierowane przez ustaloną osobę przebywającą w Federacji Rosyjskiej. Część sprawców przebywa już w areszcie, pozostali są zidentyfikowani i poszukiwani"" - napisali we wspólnym oświadczeniu.",,0.0
